user_id,item_id,response
27     ,121    ,0
747    ,173    ,0
7      ,25     ,0
524    ,393    ,0
22     ,294    ,0
465    ,8      ,0
127    ,258    ,1
43     ,411    ,0
474    ,196    ,1
349    ,237    ,0
862    ,215    ,0
465    ,845    ,0
816    ,271    ,0
589    ,327    ,0
351    ,313    ,1
579    ,327    ,0
654    ,508    ,0
416    ,143    ,1
660    ,118    ,0
15     ,13     ,0
301    ,692    ,0
488    ,483    ,0
463    ,111    ,0
267    ,175    ,1
475    ,127    ,0
347    ,748    ,0
622    ,199    ,1
709    ,7      ,0
739    ,79     ,0
629    ,300    ,0
208    ,66     ,0
40     ,328    ,0
254    ,172    ,1
499    ,69     ,1
10     ,12     ,1
305    ,475    ,0
64     ,182    ,0
454    ,258    ,0
851    ,301    ,0
616    ,327    ,0
43     ,402    ,0
250    ,7      ,0
184    ,237    ,0
42     ,25     ,0
625    ,183    ,0
19     ,288    ,0
853    ,678    ,0
464    ,259    ,0
230    ,203    ,0
825    ,678    ,0
405    ,79     ,1
331    ,133    ,0
645    ,286    ,0
601    ,153    ,0
650    ,204    ,0
929    ,134    ,0
560    ,1      ,0
497    ,250    ,0
524    ,71     ,0
830    ,474    ,1
407    ,229    ,0
655    ,307    ,0
289    ,151    ,0
109    ,228    ,1
676    ,259    ,0
433    ,194    ,1
450    ,300    ,0
363    ,185    ,1
278    ,313    ,1
657    ,269    ,1
578    ,678    ,0
360    ,283    ,0
10     ,216    ,0
622    ,218    ,0
299    ,56     ,0
445    ,209    ,0
753    ,98     ,1
210    ,235    ,0
908    ,111    ,0
77     ,215    ,0
521    ,100    ,0
566    ,23     ,0
56     ,96     ,1
569    ,405    ,0
391    ,234    ,0
308    ,393    ,0
318    ,282    ,0
555    ,318    ,0
903    ,475    ,0
429    ,28     ,0
56     ,66     ,0
897    ,25     ,0
493    ,181    ,1
48     ,215    ,0
43     ,751    ,0
806    ,175    ,1
727    ,566    ,0
58     ,483    ,1
505    ,173    ,0
832    ,307    ,0
747    ,4      ,0
731    ,508    ,0
184    ,692    ,0
538    ,204    ,0
400    ,301    ,0
435    ,313    ,1
515    ,286    ,0
463    ,690    ,0
906    ,121    ,0
417    ,651    ,0
25     ,186    ,0
749    ,96     ,1
344    ,195    ,1
838    ,210    ,0
351    ,327    ,1
727    ,88     ,1
108    ,319    ,1
87     ,411    ,0
786    ,188    ,1
457    ,100    ,1
650    ,402    ,0
670    ,419    ,0
521    ,127    ,0
83     ,215    ,0
890    ,423    ,1
618    ,218    ,0
504    ,651    ,0
385    ,474    ,1
479    ,133    ,0
724    ,751    ,0
889    ,191    ,0
930    ,151    ,0
673    ,288    ,0
665    ,196    ,0
582    ,124    ,0
610    ,117    ,0
476    ,328    ,0
18     ,4      ,0
266    ,508    ,0
286    ,175    ,1
639    ,323    ,0
449    ,742    ,0
577    ,25     ,0
541    ,71     ,1
318    ,12     ,0
847    ,202    ,0
500    ,147    ,0
201    ,566    ,0
620    ,173    ,1
55     ,56     ,0
880    ,22     ,0
128    ,193    ,0
42     ,174    ,1
537    ,845    ,0
90     ,471    ,0
114    ,269    ,0
618    ,144    ,0
340    ,211    ,0
727    ,282    ,0
416    ,28     ,1
716    ,183    ,0
380    ,197    ,0
757    ,89     ,0
532    ,315    ,0
154    ,333    ,0
654    ,70     ,0
561    ,211    ,0
894    ,147    ,0
164    ,181    ,1
164    ,125    ,1
122    ,83     ,1
371    ,64     ,0
594    ,269    ,0
411    ,318    ,0
274    ,1      ,0
409    ,300    ,0
484    ,4      ,0
456    ,483    ,0
745    ,64     ,1
758    ,597    ,0
450    ,284    ,0
292    ,28     ,0
184    ,1      ,0
757    ,173    ,0
433    ,474    ,0
388    ,508    ,0
249    ,235    ,0
407    ,248    ,0
805    ,226    ,0
178    ,655    ,0
271    ,191    ,1
426    ,435    ,0
244    ,9      ,1
360    ,193    ,1
796    ,742    ,0
246    ,597    ,0
101    ,845    ,0
654    ,13     ,0
507    ,181    ,1
123    ,294    ,0
313    ,121    ,0
587    ,300    ,0
774    ,175    ,0
593    ,133    ,0
280    ,161    ,0
75     ,137    ,0
716    ,248    ,0
785    ,12     ,0
94     ,153    ,1
830    ,183    ,0
898    ,272    ,0
179    ,301    ,0
463    ,14     ,0
527    ,431    ,0
654    ,252    ,0
536    ,143    ,1
347    ,284    ,0
164    ,322    ,0
551    ,143    ,0
805    ,12     ,0
679    ,527    ,0
293    ,22     ,0
474    ,315    ,1
701    ,124    ,1
523    ,186    ,0
262    ,121    ,0
485    ,319    ,0
305    ,13     ,0
663    ,597    ,0
143    ,271    ,0
456    ,79     ,0
773    ,174    ,0
757    ,161    ,0
399    ,284    ,0
380    ,474    ,0
749    ,483    ,0
512    ,286    ,1
728    ,319    ,0
709    ,215    ,0
94     ,230    ,0
96     ,435    ,0
908    ,423    ,0
774    ,168    ,0
741    ,215    ,0
727    ,172    ,1
655    ,203    ,0
898    ,327    ,1
312    ,419    ,0
535    ,172    ,0
479    ,357    ,0
38     ,550    ,0
699    ,137    ,0
16     ,496    ,1
796    ,228    ,1
934    ,168    ,0
639    ,237    ,0
425    ,474    ,0
85     ,97     ,0
393    ,655    ,0
365    ,340    ,1
524    ,64     ,0
244    ,111    ,0
454    ,164    ,0
569    ,25     ,0
818    ,269    ,0
456    ,133    ,0
727    ,111    ,0
49     ,70     ,0
31     ,79     ,0
823    ,196    ,1
773    ,216    ,0
194    ,202    ,0
567    ,133    ,0
525    ,405    ,0
524    ,275    ,0
239    ,135    ,1
378    ,419    ,0
64     ,511    ,0
582    ,475    ,1
904    ,173    ,0
498    ,435    ,0
882    ,419    ,1
877    ,79     ,0
458    ,237    ,0
327    ,419    ,0
454    ,191    ,0
222    ,150    ,0
479    ,28     ,0
622    ,419    ,0
416    ,13     ,1
417    ,222    ,0
263    ,96     ,0
746    ,50     ,1
345    ,28     ,0
450    ,187    ,1
643    ,77     ,0
184    ,258    ,0
74     ,307    ,0
399    ,475    ,1
474    ,9      ,1
632    ,7      ,0
403    ,258    ,0
320    ,210    ,1
786    ,211    ,0
869    ,237    ,0
716    ,566    ,0
293    ,229    ,0
308    ,498    ,1
894    ,15     ,0
184    ,275    ,1
835    ,405    ,0
345    ,88     ,0
805    ,321    ,0
654    ,258    ,0
938    ,9      ,0
771    ,222    ,0
804    ,215    ,1
262    ,234    ,0
871    ,197    ,0
13     ,483    ,1
545    ,203    ,0
563    ,678    ,0
429    ,195    ,0
554    ,56     ,0
489    ,245    ,0
832    ,258    ,0
121    ,180    ,0
426    ,527    ,0
921    ,328    ,1
804    ,479    ,0
559    ,427    ,0
334    ,271    ,0
782    ,271    ,0
450    ,283    ,0
890    ,69     ,0
64     ,340    ,0
858    ,515    ,0
263    ,269    ,0
232    ,22     ,0
560    ,24     ,0
634    ,25     ,0
262    ,50     ,0
655    ,137    ,0
471    ,99     ,0
373    ,566    ,0
54     ,471    ,0
549    ,282    ,0
399    ,431    ,0
590    ,284    ,0
638    ,161    ,0
244    ,357    ,1
908    ,322    ,0
450    ,302    ,1
624    ,250    ,0
500    ,161    ,0
491    ,273    ,1
451    ,268    ,0
251    ,100    ,0
561    ,164    ,0
429    ,168    ,1
90     ,660    ,0
246    ,202    ,0
151    ,88     ,1
311    ,498    ,0
903    ,186    ,1
197    ,229    ,0
762    ,286    ,0
122    ,582    ,1
271    ,28     ,1
896    ,215    ,1
121    ,742    ,1
539    ,127    ,0
217    ,82     ,1
942    ,31     ,1
334    ,173    ,0
274    ,117    ,0
560    ,25     ,0
508    ,175    ,0
13     ,208    ,1
876    ,527    ,1
308    ,118    ,0
184    ,203    ,0
13     ,164    ,0
618    ,385    ,0
378    ,265    ,0
189    ,196    ,1
59     ,11     ,1
624    ,307    ,0
81     ,276    ,0
11     ,196    ,1
617    ,183    ,0
897    ,69     ,1
581    ,127    ,1
365    ,319    ,0
343    ,269    ,0
562    ,480    ,0
428    ,289    ,0
311    ,188    ,0
864    ,9      ,1
8      ,182    ,1
216    ,95     ,0
500    ,50     ,0
538    ,4      ,0
639    ,137    ,0
520    ,100    ,0
683    ,269    ,0
175    ,96     ,0
457    ,164    ,0
328    ,333    ,0
230    ,276    ,1
303    ,125    ,0
413    ,50     ,1
708    ,748    ,0
466    ,550    ,0
896    ,180    ,1
617    ,185    ,1
59     ,431    ,0
301    ,340    ,0
409    ,435    ,0
840    ,210    ,0
907    ,8      ,0
200    ,234    ,0
542    ,12     ,0
487    ,12     ,1
766    ,357    ,0
831    ,7      ,1
800    ,121    ,0
261    ,410    ,1
269    ,208    ,0
934    ,191    ,1
392    ,268    ,1
748    ,234    ,0
742    ,321    ,0
42     ,282    ,0
508    ,168    ,0
141    ,282    ,1
301    ,193    ,0
387    ,258    ,0
701    ,326    ,0
864    ,451    ,0
474    ,23     ,0
151    ,137    ,1
654    ,318    ,1
33     ,323    ,0
527    ,64     ,0
249    ,173    ,1
74     ,302    ,0
334    ,474    ,0
311    ,527    ,0
267    ,475    ,1
256    ,147    ,0
872    ,597    ,0
804    ,11     ,0
795    ,238    ,0
250    ,333    ,0
99     ,294    ,0
193    ,194    ,0
95     ,209    ,0
731    ,194    ,0
642    ,97     ,0
754    ,118    ,0
735    ,301    ,0
429    ,443    ,0
308    ,99     ,0
538    ,28     ,0
345    ,655    ,0
797    ,286    ,0
210    ,97     ,1
357    ,597    ,0
12     ,202    ,0
298    ,71     ,1
427    ,289    ,1
895    ,117    ,0
84     ,222    ,0
395    ,240    ,0
450    ,603    ,1
301    ,99     ,0
934    ,193    ,0
911    ,419    ,1
14     ,195    ,1
650    ,183    ,0
16     ,182    ,1
648    ,678    ,0
535    ,187    ,0
378    ,230    ,0
406    ,134    ,1
899    ,216    ,1
303    ,283    ,0
792    ,405    ,0
540    ,323    ,0
201    ,234    ,1
815    ,393    ,0
853    ,323    ,0
564    ,597    ,0
59     ,188    ,0
774    ,100    ,0
327    ,25     ,0
435    ,7      ,0
157    ,410    ,0
498    ,269    ,0
156    ,655    ,0
314    ,274    ,0
75     ,294    ,0
406    ,209    ,0
74     ,508    ,0
851    ,328    ,0
864    ,742    ,0
293    ,285    ,1
299    ,197    ,0
421    ,234    ,1
638    ,265    ,1
84     ,7      ,0
531    ,690    ,1
841    ,272    ,0
685    ,288    ,0
399    ,118    ,0
267    ,385    ,0
334    ,678    ,0
881    ,228    ,0
577    ,174    ,1
333    ,180    ,0
724    ,272    ,1
774    ,307    ,0
77     ,199    ,1
559    ,216    ,1
379    ,89     ,0
374    ,248    ,0
450    ,527    ,1
921    ,222    ,1
642    ,83     ,1
425    ,97     ,0
503    ,451    ,0
937    ,258    ,0
527    ,209    ,0
660    ,252    ,0
487    ,845    ,0
697    ,273    ,1
778    ,209    ,0
294    ,323    ,0
190    ,508    ,0
747    ,286    ,0
916    ,77     ,0
109    ,70     ,0
474    ,176    ,1
781    ,318    ,0
261    ,597    ,0
244    ,7      ,0
465    ,191    ,0
784    ,340    ,0
916    ,24     ,0
450    ,173    ,1
849    ,15     ,1
403    ,471    ,1
371    ,210    ,0
844    ,99     ,0
146    ,269    ,0
655    ,143    ,0
810    ,286    ,0
632    ,419    ,0
44     ,432    ,1
457    ,275    ,1
435    ,273    ,1
690    ,88     ,0
354    ,8      ,1
601    ,411    ,0
583    ,209    ,0
164    ,117    ,1
378    ,367    ,0
82     ,127    ,0
546    ,288    ,0
14     ,111    ,0
548    ,678    ,0
501    ,118    ,0
586    ,69     ,0
69     ,258    ,0
549    ,258    ,1
804    ,678    ,0
383    ,134    ,1
621    ,25     ,0
902    ,8      ,1
390    ,742    ,0
311    ,515    ,0
655    ,172    ,0
479    ,431    ,0
733    ,302    ,0
536    ,511    ,1
901    ,423    ,0
387    ,845    ,0
62     ,403    ,0
577    ,121    ,1
521    ,121    ,0
786    ,204    ,0
327    ,328    ,0
731    ,1      ,0
814    ,200    ,0
246    ,475    ,0
773    ,732    ,0
416    ,147    ,1
666    ,176    ,0
243    ,286    ,0
312    ,684    ,1
528    ,181    ,1
44     ,25     ,0
204    ,318    ,1
417    ,196    ,1
314    ,237    ,1
887    ,252    ,0
751    ,367    ,0
668    ,340    ,0
176    ,7      ,1
922    ,195    ,0
523    ,289    ,0
854    ,302    ,0
293    ,748    ,0
106    ,100    ,0
230    ,185    ,0
655    ,286    ,0
788    ,432    ,0
324    ,275    ,0
908    ,216    ,0
587    ,307    ,0
243    ,111    ,0
544    ,288    ,0
825    ,125    ,1
363    ,258    ,0
339    ,603    ,1
530    ,275    ,1
194    ,566    ,0
453    ,496    ,0
303    ,582    ,0
280    ,204    ,0
62     ,121    ,0
887    ,393    ,0
772    ,315    ,1
294    ,294    ,0
109    ,204    ,0
647    ,196    ,0
55     ,118    ,1
605    ,252    ,0
403    ,235    ,1
840    ,100    ,1
896    ,751    ,0
574    ,288    ,0
445    ,174    ,0
535    ,603    ,0
882    ,423    ,1
499    ,527    ,1
749    ,685    ,0
447    ,252    ,0
938    ,275    ,0
738    ,265    ,0
321    ,143    ,0
940    ,95     ,1
643    ,153    ,0
64     ,230    ,1
902    ,483    ,0
910    ,245    ,0
666    ,56     ,0
843    ,582    ,0
59     ,393    ,0
734    ,210    ,0
177    ,327    ,0
178    ,15     ,1
379    ,435    ,1
874    ,111    ,0
870    ,124    ,0
296    ,125    ,1
826    ,227    ,0
381    ,514    ,1
751    ,237    ,0
90     ,357    ,1
850    ,172    ,1
911    ,423    ,0
854    ,174    ,0
638    ,50     ,0
384    ,313    ,1
499    ,514    ,1
87     ,496    ,1
897    ,125    ,0
381    ,121    ,0
916    ,180    ,1
263    ,732    ,1
261    ,326    ,0
653    ,111    ,0
699    ,9      ,0
904    ,732    ,0
714    ,100    ,0
85     ,173    ,0
308    ,143    ,0
548    ,307    ,0
472    ,475    ,1
399    ,179    ,0
486    ,284    ,0
292    ,56     ,1
617    ,582    ,0
389    ,568    ,0
502    ,288    ,1
637    ,111    ,0
72     ,194    ,0
194    ,479    ,0
416    ,748    ,0
400    ,690    ,0
549    ,288    ,0
139    ,150    ,0
564    ,118    ,0
758    ,23     ,0
361    ,527    ,0
385    ,182    ,1
318    ,419    ,1
606    ,472    ,0
646    ,328    ,0
450    ,4      ,0
353    ,327    ,0
896    ,147    ,0
144    ,50     ,1
195    ,273    ,0
727    ,202    ,0
655    ,301    ,0
332    ,742    ,1
713    ,690    ,0
737    ,474    ,1
277    ,15     ,0
175    ,12     ,0
91     ,474    ,0
629    ,238    ,1
474    ,274    ,0
645    ,4      ,0
383    ,182    ,1
308    ,88     ,0
577    ,1      ,1
815    ,69     ,0
115    ,89     ,1
389    ,435    ,0
537    ,275    ,0
533    ,31     ,0
121    ,582    ,0
504    ,210    ,0
58     ,546    ,0
282    ,294    ,0
904    ,402    ,0
334    ,248    ,0
115    ,628    ,1
137    ,117    ,1
666    ,151    ,0
39     ,307    ,0
271    ,692    ,0
305    ,174    ,0
911    ,216    ,0
286    ,179    ,1
728    ,546    ,0
294    ,508    ,0
512    ,265    ,0
303    ,240    ,0
406    ,97     ,1
403    ,410    ,0
846    ,480    ,1
450    ,265    ,1
345    ,150    ,1
413    ,307    ,0
425    ,210    ,0
705    ,8      ,0
249    ,24     ,0
917    ,25     ,0
151    ,1      ,1
249    ,471    ,0
198    ,174    ,1
671    ,88     ,0
707    ,151    ,0
804    ,203    ,0
906    ,100    ,0
236    ,117    ,0
178    ,9      ,0
174    ,168    ,0
395    ,98     ,1
495    ,196    ,0
686    ,172    ,0
881    ,23     ,0
557    ,96     ,1
561    ,194    ,0
161    ,272    ,1
295    ,238    ,0
312    ,238    ,0
301    ,210    ,0
668    ,69     ,0
682    ,11     ,0
593    ,692    ,0
450    ,451    ,0
269    ,845    ,0
487    ,117    ,1
158    ,4      ,0
437    ,265    ,0
345    ,12     ,1
773    ,393    ,0
56     ,11     ,0
469    ,238    ,0
665    ,97     ,0
868    ,176    ,0
252    ,276    ,1
766    ,135    ,0
551    ,183    ,0
392    ,191    ,1
846    ,427    ,0
739    ,168    ,0
458    ,195    ,0
162    ,28     ,0
711    ,218    ,0
411    ,22     ,0
659    ,175    ,1
474    ,168    ,0
716    ,28     ,1
432    ,410    ,0
442    ,433    ,0
805    ,748    ,0
785    ,288    ,0
495    ,56     ,1
771    ,28     ,1
463    ,313    ,0
175    ,183    ,0
95     ,58     ,0
692    ,411    ,0
445    ,64     ,0
911    ,496    ,0
663    ,100    ,0
471    ,393    ,1
301    ,71     ,0
639    ,471    ,0
804    ,154    ,0
314    ,132    ,0
134    ,269    ,0
434    ,274    ,1
325    ,240    ,0
474    ,628    ,0
488    ,172    ,0
521    ,172    ,0
666    ,427    ,0
397    ,14     ,0
796    ,597    ,1
704    ,193    ,1
503    ,319    ,0
128    ,245    ,0
30     ,751    ,0
53     ,24     ,0
539    ,527    ,0
421    ,144    ,1
250    ,69     ,1
121    ,125    ,0
434    ,7      ,0
642    ,147    ,0
559    ,508    ,0
273    ,340    ,0
82     ,168    ,1
785    ,496    ,0
707    ,133    ,0
913    ,234    ,0
7      ,215    ,0
488    ,196    ,0
687    ,269    ,0
112    ,690    ,0
553    ,199    ,0
656    ,245    ,0
709    ,203    ,0
484    ,24     ,0
526    ,333    ,0
497    ,183    ,0
197    ,272    ,0
778    ,174    ,0
8      ,301    ,0
890    ,168    ,1
406    ,124    ,0
160    ,230    ,0
332    ,550    ,1
535    ,319    ,1
174    ,845    ,1
399    ,173    ,0
458    ,174    ,0
869    ,100    ,1
748    ,176    ,1
395    ,216    ,0
275    ,451    ,0
379    ,164    ,0
298    ,210    ,1
483    ,230    ,1
874    ,14     ,0
669    ,300    ,0
831    ,307    ,0
110    ,11     ,0
249    ,405    ,0
126    ,272    ,0
307    ,230    ,1
251    ,202    ,0
90     ,272    ,1
774    ,250    ,0
194    ,12     ,1
826    ,228    ,0
293    ,402    ,0
136    ,237    ,0
185    ,514    ,1
835    ,294    ,0
344    ,176    ,1
844    ,69     ,1
782    ,245    ,0
301    ,144    ,0
520    ,300    ,0
690    ,12     ,0
144    ,172    ,0
418    ,269    ,1
95     ,402    ,0
883    ,692    ,0
606    ,117    ,0
333    ,255    ,0
553    ,191    ,0
59     ,474    ,1
347    ,176    ,0
515    ,258    ,0
187    ,196    ,0
285    ,64     ,0
532    ,480    ,1
452    ,588    ,0
14     ,588    ,0
371    ,24     ,0
707    ,294    ,0
541    ,403    ,0
305    ,69     ,0
432    ,100    ,0
500    ,121    ,0
262    ,132    ,0
429    ,197    ,0
728    ,508    ,0
737    ,100    ,1
654    ,28     ,1
378    ,195    ,0
901    ,117    ,0
345    ,282    ,0
436    ,276    ,0
535    ,98     ,0
425    ,1      ,0
934    ,403    ,0
199    ,294    ,0
120    ,286    ,1
890    ,194    ,1
6      ,187    ,0
830    ,211    ,0
17     ,137    ,0
403    ,117    ,0
897    ,199    ,0
210    ,88     ,0
344    ,83     ,0
607    ,498    ,0
72     ,182    ,1
815    ,175    ,0
295    ,98     ,1
54     ,147    ,1
727    ,208    ,0
176    ,150    ,0
847    ,289    ,1
23     ,188    ,0
721    ,655    ,0
94     ,173    ,0
474    ,211    ,1
575    ,603    ,1
503    ,185    ,1
917    ,282    ,0
621    ,121    ,0
880    ,95     ,0
95     ,511    ,0
776    ,234    ,1
375    ,183    ,1
90     ,100    ,1
396    ,546    ,0
642    ,240    ,0
90     ,182    ,0
425    ,257    ,0
918    ,153    ,0
620    ,174    ,1
771    ,95     ,0
210    ,202    ,1
557    ,180    ,1
806    ,227    ,0
872    ,272    ,0
734    ,204    ,0
327    ,13     ,0
58     ,228    ,1
897    ,410    ,0
880    ,70     ,0
328    ,12     ,1
72     ,628    ,0
269    ,70     ,0
379    ,12     ,1
537    ,289    ,0
222    ,77     ,0
629    ,7      ,0
360    ,13     ,0
71     ,174    ,0
347    ,742    ,1
457    ,742    ,0
286    ,89     ,0
311    ,208    ,0
553    ,527    ,0
523    ,66     ,0
654    ,83     ,1
493    ,11     ,0
320    ,597    ,0
934    ,228    ,0
508    ,195    ,0
795    ,191    ,0
423    ,628    ,0
233    ,269    ,1
373    ,471    ,0
479    ,250    ,0
59     ,185    ,1
560    ,302    ,1
286    ,432    ,0
705    ,226    ,0
354    ,655    ,0
883    ,70     ,0
616    ,307    ,0
296    ,186    ,0
347    ,164    ,0
254    ,98     ,0
530    ,692    ,0
650    ,286    ,0
881    ,286    ,0
249    ,546    ,0
126    ,322    ,0
198    ,410    ,0
184    ,411    ,0
890    ,200    ,0
494    ,64     ,1
450    ,134    ,0
826    ,4      ,0
198    ,427    ,0
269    ,194    ,1
648    ,435    ,1
932    ,82     ,0
266    ,100    ,1
128    ,588    ,1
414    ,294    ,0
901    ,69     ,1
738    ,751    ,0
792    ,471    ,0
6      ,238    ,1
645    ,427    ,1
747    ,11     ,1
521    ,77     ,0
37     ,566    ,0
44     ,118    ,0
757    ,252    ,0
924    ,71     ,1
606    ,179    ,1
190    ,340    ,0
254    ,132    ,0
719    ,274    ,0
46     ,286    ,1
373    ,117    ,0
532    ,692    ,1
152    ,117    ,0
580    ,323    ,0
16     ,385    ,1
269    ,252    ,0
18     ,89     ,0
533    ,403    ,0
820    ,315    ,0
106    ,216    ,1
653    ,135    ,1
299    ,257    ,0
880    ,403    ,0
90     ,117    ,0
644    ,259    ,0
476    ,216    ,0
763    ,133    ,0
605    ,582    ,0
883    ,88     ,0
151    ,191    ,0
94     ,483    ,1
117    ,678    ,0
507    ,257    ,1
781    ,172    ,1
399    ,651    ,0
814    ,98     ,0
210    ,435    ,0
345    ,845    ,0
501    ,685    ,0
148    ,209    ,1
313    ,64     ,0
860    ,327    ,0
327    ,22     ,0
75     ,222    ,1
450    ,98     ,0
222    ,28     ,1
548    ,203    ,1
416    ,651    ,0
77     ,134    ,0
659    ,202    ,0
878    ,511    ,0
344    ,203    ,0
641    ,427    ,0
430    ,168    ,0
450    ,222    ,0
339    ,226    ,0
453    ,125    ,0
187    ,423    ,0
296    ,127    ,1
442    ,79     ,0
455    ,125    ,0
444    ,9      ,1
286    ,99     ,0
181    ,25     ,1
524    ,173    ,0
430    ,164    ,0
59     ,660    ,0
278    ,286    ,1
881    ,230    ,0
263    ,300    ,0
521    ,154    ,0
198    ,50     ,1
659    ,431    ,0
523    ,14     ,1
61     ,327    ,0
679    ,294    ,0
853    ,271    ,0
749    ,294    ,0
110    ,393    ,0
458    ,117    ,0
861    ,289    ,1
590    ,255    ,0
579    ,89     ,0
78     ,298    ,0
388    ,300    ,0
452    ,22     ,1
142    ,89     ,0
864    ,132    ,1
854    ,176    ,0
223    ,143    ,0
381    ,135    ,1
537    ,288    ,0
767    ,432    ,1
479    ,288    ,0
385    ,235    ,1
867    ,182    ,0
766    ,229    ,0
795    ,204    ,0
333    ,315    ,1
537    ,209    ,0
721    ,181    ,1
399    ,186    ,0
298    ,208    ,1
478    ,238    ,0
200    ,385    ,1
354    ,151    ,0
638    ,550    ,1
463    ,283    ,1
836    ,134    ,0
657    ,301    ,0
128    ,451    ,0
41     ,100    ,0
196    ,70     ,0
249    ,591    ,1
931    ,315    ,1
103    ,234    ,0
486    ,50     ,1
699    ,294    ,0
97     ,191    ,1
507    ,307    ,1
889    ,327    ,0
768    ,9      ,1
176    ,405    ,0
103    ,300    ,0
869    ,284    ,0
431    ,322    ,0
526    ,250    ,0
825    ,235    ,0
7      ,210    ,0
722    ,25     ,0
890    ,204    ,0
189    ,4      ,1
317    ,678    ,0
365    ,269    ,0
