item_id,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18
95     ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0
96     ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,0  ,0
97     ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1
98     ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
99     ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0
100    ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
111    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
117    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
118    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
121    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,1  ,0
124    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0
125    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
127    ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
132    ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0
133    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,1  ,0
134    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
135    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,1  ,0  ,1  ,1  ,0  ,0
137    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
143    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0
144    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
147    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
150    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
151    ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
153    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
154    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
161    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
164    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,0  ,0
168    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
172    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,1  ,0  ,1  ,0
173    ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
174    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
175    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
176    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,1  ,0
179    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
180    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0
181    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,1  ,0  ,1  ,0
182    ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
183    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,1  ,0  ,0  ,0  ,1  ,1  ,0  ,0
185    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,1  ,0  ,0  ,1  ,0  ,1  ,0  ,0
186    ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0
187    ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
188    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0
191    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0
193    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
194    ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
195    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,0  ,0
196    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
197    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
199    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0
200    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0
202    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
203    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1
204    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
208    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0
209    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0
210    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
211    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0
215    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
216    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
218    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
222    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
226    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
227    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
228    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
229    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
230    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
234    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0
235    ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,1  ,0
237    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
238    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
240    ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
245    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,0
248    ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
250    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
252    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,0  ,0
255    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
257    ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
258    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
259    ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
265    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
268    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
269    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
271    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,1  ,0
272    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
273    ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
274    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
275    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
276    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
282    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
283    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
284    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
285    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
286    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,1  ,0
288    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,1  ,0  ,0  ,0  ,0  ,1  ,0  ,0
289    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0
294    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
298    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,0  ,0
300    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
301    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
302    ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1  ,0  ,0  ,1  ,0  ,0  ,1  ,0  ,0
307    ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0  ,1  ,0  ,1  ,0  ,0  ,1  ,0  ,0
313    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
315    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
318    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0
319    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,1  ,0  ,1  ,0  ,0  ,0  ,0
321    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
322    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,1  ,0  ,0  ,1  ,0  ,0
323    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
326    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0
327    ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0
328    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,1  ,1  ,0  ,1  ,0  ,0
333    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,1  ,0  ,0  ,1  ,0  ,0
340    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
357    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
367    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
385    ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
393    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
402    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,1  ,0  ,0
403    ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
405    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0
410    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
411    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0
419    ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0
423    ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0
427    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
431    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
432    ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0
433    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
435    ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1
443    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0
451    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,1  ,0  ,1  ,0  ,0  ,0  ,0
471    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0
472    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
474    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,1  ,0
475    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
476    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
479    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,1  ,0  ,0  ,1  ,0  ,0
480    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,0
483    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,1  ,0
496    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
498    ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,1  ,0
508    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
511    ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0
514    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0  ,0  ,0  ,0  ,1  ,0  ,0  ,0  ,0
515    ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0
523    ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
527    ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0
